priority,module_id,module,slug,epic,story,target_files
P2,45,Hardware Staging Checklist Manager,hardware-staging-checklist-manager,field-services,add tests/E2E,apps/api/src/routes/hardware-staging-checklist-manager.ts; apps/api/src/validators/hardware-staging-checklist-manager.ts; packages/sdk/src/hardware-staging-checklist-manager.ts; apps/web/app/(portal)/portal/hardware-staging-checklist-manager/page.tsx; supabase/migrations/<timestamp>_hardware_staging_checklist_manager.sql
P2,45,Hardware Staging Checklist Manager,hardware-staging-checklist-manager,field-services,add docs/runbook,apps/api/src/routes/hardware-staging-checklist-manager.ts; apps/api/src/validators/hardware-staging-checklist-manager.ts; packages/sdk/src/hardware-staging-checklist-manager.ts; apps/web/app/(portal)/portal/hardware-staging-checklist-manager/page.tsx; supabase/migrations/<timestamp>_hardware_staging_checklist_manager.sql
P2,45,Hardware Staging Checklist Manager,hardware-staging-checklist-manager,field-services,run audit prompt and remediate,apps/api/src/routes/hardware-staging-checklist-manager.ts; apps/api/src/validators/hardware-staging-checklist-manager.ts; packages/sdk/src/hardware-staging-checklist-manager.ts; apps/web/app/(portal)/portal/hardware-staging-checklist-manager/page.tsx; supabase/migrations/<timestamp>_hardware_staging_checklist_manager.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,write deep spec,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,create migration and RLS,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,add validator/service/API route,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,register API route,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,add SDK wrapper,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,add portal UI,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,add worker task if needed,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,add tests/E2E,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,add docs/runbook,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,46,Device Configuration Profile Library,device-configuration-profile-library,endpoint-management,run audit prompt and remediate,apps/api/src/routes/device-configuration-profile-library.ts; apps/api/src/validators/device-configuration-profile-library.ts; packages/sdk/src/device-configuration-profile-library.ts; apps/web/app/(portal)/portal/device-configuration-profile-library/page.tsx; supabase/migrations/<timestamp>_device_configuration_profile_library.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,write deep spec,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,create migration and RLS,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,add validator/service/API route,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,register API route,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,add SDK wrapper,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,add portal UI,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,add worker task if needed,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,add tests/E2E,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,add docs/runbook,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,47,Client Network Diagram Builder,client-network-diagram-builder,networking,run audit prompt and remediate,apps/api/src/routes/client-network-diagram-builder.ts; apps/api/src/validators/client-network-diagram-builder.ts; packages/sdk/src/client-network-diagram-builder.ts; apps/web/app/(portal)/portal/client-network-diagram-builder/page.tsx; supabase/migrations/<timestamp>_client_network_diagram_builder.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,write deep spec,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,create migration and RLS,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,add validator/service/API route,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,register API route,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,add SDK wrapper,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,add portal UI,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,add worker task if needed,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,add tests/E2E,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,add docs/runbook,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,48,Vendor Contact Escalation Directory,vendor-contact-escalation-directory,vendor-management,run audit prompt and remediate,apps/api/src/routes/vendor-contact-escalation-directory.ts; apps/api/src/validators/vendor-contact-escalation-directory.ts; packages/sdk/src/vendor-contact-escalation-directory.ts; apps/web/app/(portal)/portal/vendor-contact-escalation-directory/page.tsx; supabase/migrations/<timestamp>_vendor_contact_escalation_directory.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,write deep spec,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,create migration and RLS,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,add validator/service/API route,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,register API route,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,add SDK wrapper,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,add portal UI,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,add worker task if needed,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,add tests/E2E,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,add docs/runbook,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P2,49,SLA SLO Tracker,sla-slo-tracker,service-management,run audit prompt and remediate,apps/api/src/routes/sla-slo-tracker.ts; apps/api/src/validators/sla-slo-tracker.ts; packages/sdk/src/sla-slo-tracker.ts; apps/web/app/(portal)/portal/sla-slo-tracker/page.tsx; supabase/migrations/<timestamp>_sla_slo_tracker.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,write deep spec,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,create migration and RLS,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,add validator/service/API route,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,register API route,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,add SDK wrapper,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,add portal UI,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,add worker task if needed,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,add tests/E2E,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,add docs/runbook,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,50,Patch Compliance Dashboard,patch-compliance-dashboard,security-ops,run audit prompt and remediate,apps/api/src/routes/patch-compliance-dashboard.ts; apps/api/src/validators/patch-compliance-dashboard.ts; packages/sdk/src/patch-compliance-dashboard.ts; apps/web/app/(portal)/portal/patch-compliance-dashboard/page.tsx; supabase/migrations/<timestamp>_patch_compliance_dashboard.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,write deep spec,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,create migration and RLS,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,add validator/service/API route,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,register API route,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,add SDK wrapper,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,add portal UI,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,add worker task if needed,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,add tests/E2E,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,add docs/runbook,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P1,51,Endpoint Security Coverage Map,endpoint-security-coverage-map,security-ops,run audit prompt and remediate,apps/api/src/routes/endpoint-security-coverage-map.ts; apps/api/src/validators/endpoint-security-coverage-map.ts; packages/sdk/src/endpoint-security-coverage-map.ts; apps/web/app/(portal)/portal/endpoint-security-coverage-map/page.tsx; supabase/migrations/<timestamp>_endpoint_security_coverage_map.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,write deep spec,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,create migration and RLS,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,add validator/service/API route,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,register API route,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,add SDK wrapper,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,add portal UI,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,add worker task if needed,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,add tests/E2E,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,add docs/runbook,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,52,Risk Acceptance Register,risk-acceptance-register,governance,run audit prompt and remediate,apps/api/src/routes/risk-acceptance-register.ts; apps/api/src/validators/risk-acceptance-register.ts; packages/sdk/src/risk-acceptance-register.ts; apps/web/app/(portal)/portal/risk-acceptance-register/page.tsx; supabase/migrations/<timestamp>_risk_acceptance_register.sql
P2,53,Data Retention Policy Manager,data-retention-policy-manager,governance,write deep spec,apps/api/src/routes/data-retention-policy-manager.ts; apps/api/src/validators/data-retention-policy-manager.ts; packages/sdk/src/data-retention-policy-manager.ts; apps/web/app/(portal)/portal/data-retention-policy-manager/page.tsx; supabase/migrations/<timestamp>_data_retention_policy_manager.sql
P2,53,Data Retention Policy Manager,data-retention-policy-manager,governance,create migration and RLS,apps/api/src/routes/data-retention-policy-manager.ts; apps/api/src/validators/data-retention-policy-manager.ts; packages/sdk/src/data-retention-policy-manager.ts; apps/web/app/(portal)/portal/data-retention-policy-manager/page.tsx; supabase/migrations/<timestamp>_data_retention_policy_manager.sql
P2,53,Data Retention Policy Manager,data-retention-policy-manager,governance,add validator/service/API route,apps/api/src/routes/data-retention-policy-manager.ts; apps/api/src/validators/data-retention-policy-manager.ts; packages/sdk/src/data-retention-policy-manager.ts; apps/web/app/(portal)/portal/data-retention-policy-manager/page.tsx; supabase/migrations/<timestamp>_data_retention_policy_manager.sql
P2,53,Data Retention Policy Manager,data-retention-policy-manager,governance,register API route,apps/api/src/routes/data-retention-policy-manager.ts; apps/api/src/validators/data-retention-policy-manager.ts; packages/sdk/src/data-retention-policy-manager.ts; apps/web/app/(portal)/portal/data-retention-policy-manager/page.tsx; supabase/migrations/<timestamp>_data_retention_policy_manager.sql
P2,53,Data Retention Policy Manager,data-retention-policy-manager,governance,add SDK wrapper,apps/api/src/routes/data-retention-policy-manager.ts; apps/api/src/validators/data-retention-policy-manager.ts; packages/sdk/src/data-retention-policy-manager.ts; apps/web/app/(portal)/portal/data-retention-policy-manager/page.tsx; supabase/migrations/<timestamp>_data_retention_policy_manager.sql
P2,53,Data Retention Policy Manager,data-retention-policy-manager,governance,add portal UI,apps/api/src/routes/data-retention-policy-manager.ts; apps/api/src/validators/data-retention-policy-manager.ts; packages/sdk/src/data-retention-policy-manager.ts; apps/web/app/(portal)/portal/data-retention-policy-manager/page.tsx; supabase/migrations/<timestamp>_data_retention_policy_manager.sql
