id,slug,name,category,categoryId,type,priceRange,pricingModel,purchaseMode,summary,marketingHeadline,tags,recommendedUpsells,riskLevel,deliveryEffort
patient_wi_fi_separation,patient-wi-fi-separation,Patient Wi-Fi Separation,Business Starter Packs,business-starter-packs,bundle,"$399-$1,500",one_time_or_project,consultation_or_checkout,Separate patient/guest Wi-Fi from business systems.,Patient Wi-Fi Separation from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
contractor_digital_office,contractor-digital-office,Contractor Digital Office,Business Starter Packs,business-starter-packs,bundle,"$599-$2,000",one_time_or_project,consultation_or_checkout,"M365/Google setup, shared files, mobile access, backup, and security basics for trades.",Contractor Digital Office from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
field_laptop_setup,field-laptop-setup,Field Laptop Setup,Business Starter Packs,business-starter-packs,bundle,$199-$799,one_time_or_project,consultation_or_checkout,Set up mobile-friendly laptop workflow for field work.,Field Laptop Setup from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
cloud_file_setup_for_job_photos,cloud-file-setup-for-job-photos,Cloud File Setup for Job Photos,Business Starter Packs,business-starter-packs,bundle,$299-$999,one_time_or_project,consultation_or_checkout,"Set up shared folders for job files, photos, and team access.",Cloud File Setup for Job Photos from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
mobile_device_security_setup,mobile-device-security-setup,Mobile Device Security Setup,Business Starter Packs,business-starter-packs,bundle,$199-$799,one_time_or_project,consultation_or_checkout,"MFA, app access, backup, and basic mobile device safety.",Mobile Device Security Setup from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
blueberry_business_starter,blueberry-business-starter,Blueberry Business Starter,Business Starter Packs,business-starter-packs,bundle,"$499-$1,500",one_time_or_project,consultation_or_checkout,"Maine-themed starter package for new small businesses needing email, domain, device, and security basics.",Blueberry Business Starter from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
pine_tree_protection_pack,pine-tree-protection-pack,Pine Tree Protection Pack,Business Starter Packs,business-starter-packs,bundle,"$599-$2,000",one_time_or_project,consultation_or_checkout,"Maine-themed security bundle with MFA, password, email, backup, and critical account review.",Pine Tree Protection Pack from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
harbor_wi_fi_bundle,harbor-wi-fi-bundle,Harbor Wi-Fi Bundle,Business Starter Packs,business-starter-packs,bundle,"$1,500-$6,000",one_time_or_project,consultation_or_checkout,Maine-themed outdoor/business Wi-Fi bundle for public or mixed-use spaces.,Harbor Wi-Fi Bundle from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
anchor_backup_plan,anchor-backup-plan,Anchor Backup Plan,Business Starter Packs,business-starter-packs,bundle,"$499-$2,000",one_time_or_project,consultation_or_checkout,Maine-themed backup and restore-readiness bundle.,Anchor Backup Plan from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
north_star_cyber_plan,north-star-cyber-plan,North Star Cyber Plan,Business Starter Packs,business-starter-packs,bundle,"$1,500+/month",monthly,consultation_or_checkout,Maine-themed recurring strategic cybersecurity roadmap and care plan.,North Star Cyber Plan from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
